i|dish_id|amount|ingredient
8488|338965||red pepper
8489|338965||soy sauce
8490|338965||tomato
8491|338965|1 tbl|onion
8492|338965|1 lb|brown sugar
8493|338965|1 lb|chicken breast
8494|338965|1/4 cup|vegetable oil
8495|338965|1/4 cup|lemon
8496|338965|1/4 tsp|pineapple
8497|338965|2 tbl|ginger
8498|124789||sausage
8499|124789|1 tb|eggs
8500|124789|1 tb|beans
8501|124789|1|mustard
8502|124789|1|olive oil
8503|124789|100 g|flour
8504|124789|300 ml|milk
8505|124789|4 lg|salt
8506|124789|450 g|onion
8507|124789|50 g|butter
8508|1622608||marinade
8509|1622608||zest
8510|1622608|1 tablespoon|basil
8511|1622608|1|tea
8512|1622608|1/4 cup|fish sauce
8513|1622608|1/4 cup|soy sauce
8514|1622608|2 pounds|chicken
8515|1622608|2 tablespoons|cilantro
8516|1622608|2|black pepper
8517|1622608|2|garlic
8518|1622608|3 tablespoons|brown sugar
8519|368655|1 c.|vinegar
8520|368655|1 tbsp.|salt
8521|368655|1|egg
8522|368655|1/2 c.|cooking oil
8523|368655|1/4 tsp.|black pepper
8524|368655|1/4 tsp.|red pepper
8525|368655|2 tsp.|season
8526|183254||barbecue sauce
8527|183254||black pepper
8528|183254||onion
8529|183254||worcestershire sauce
8530|183254||ketchup
8531|183254||season
8532|183254|1/4|pepper
8533|183254|3 1/2 lbs|ground beef
8534|183254|3 small|onion
8535|32445|1 ts|honey
8536|32445|1 ts|garlic
8537|32445|2 oz|ketchup
8538|32445|2 oz|rice vinegar
8539|33155|1 tb|sugar
8540|33155|1/2 c|soy sauce
8541|33155|1/4 c|sherry
8542|152425||green bell pepper
8543|152425||ketchup
8544|152425||onion
8545|152425||red bell pepper
8546|152425||red wine
8547|152425||salt
8548|152425||yellow bell pepper
8549|152425||cube
8550|152425||herb
8551|152425||mustard
8552|152425|1 c|worcestershire sauce
8553|152425|1 c|thyme
8554|152425|1 tb|cilantro
8555|152425|1 tb|lemon
8556|152425|1 ts|brown sugar
8557|152425|1 ts|zucchini
8558|152425|1|cider vinegar
8559|152425|1|cube
8560|152425|1|eggplant
8561|152425|1|mustard
8562|152425|1|pepper
8563|152425|1/2 ts|jalapeno pepper
8564|152425|1/3 c|beef
8565|152425|2 lb|mushrooms
8566|152425|2 lg|paprika
8567|152425|2 md|skewer
8568|152425|2 tb|red onion
8569|152425|2 tb|red pepper flakes
8570|152425|2 tb|olive oil
8571|152425|2 ts|black pepper
8572|152425|2|onion
8573|152425|3/4 lb|chili powder
8574|152425|4|black pepper
8575|35274|1 lb|steak
8576|35274|1 md|zucchini
8577|35274|1 md|onion
8578|35274|1 md|pepper
8579|35274|1 md|squash
8580|35274|1 tb|chili
8581|35274|1 tb|olive oil
8582|35274|1 tb|sherry
8583|35274|1/2 lb|cherry tomatoes
8584|35274|1/2 lb|mushrooms
8585|35274|1/4 ts|ginger
8586|35274|3 tb|soy sauce
8587|35274|3/4 c|italian
8588|143343||black pepper
8589|143343||arugula
8590|143343|1 bn|salt
8591|143343|1 c|chicken stock
8592|143343|1 c|olive oil
8593|143343|1 lb|garlic
8594|143343|1/2 lb|mushrooms
8595|143343|4 tb|olive oil
8596|143343|4 tb|pasta
8597|1247840||olive oil
8598|1247840||black pepper
8599|1247840|1 large|red onion
8600|1247840|1 medium|eggplant
8601|1247840|1 tablespoon|garlic
8602|1247840|1/4 cup|kalamata olive
8603|1247840|1/4 cup|parsley
8604|1247840|1/4 cup|red wine vinegar
8605|1247840|1/4 teaspoon|red pepper flakes
8606|1247840|2 tablespoons|capers
8607|1247840|2 tablespoons|pine nut
8608|1247840|2 tablespoons|raisins
8609|1247840|2 teaspoons|honey
8610|1247840|4 plum|tomatoes
8611|140556||ground pepper
8612|140556|1 tb|white vinegar
8613|140556|1/2 ts|pepper
8614|140556|1/2 ts|salt
8615|140556|1/3 c|olive oil
8616|140556|1/4 c|white wine
8617|140556|2 ts|mince
8618|140556|28 oz|plum tomatoes
8619|140556|3|green onions
8620|140556|4 c|garlic
8621|140556|8|chicken
8622|140561||brown sugar
8623|140561|1 tb|tomatoes
8624|140561|1|white wine
8625|140561|15 g|salt
8626|140561|2 lg|red pepper
8627|140561|2|butter
8628|140561|4|chicken breast
8629|140561|75 g|parsley
8630|94119|1 tb|lemon
8631|94119|1|garlic
8632|94119|1/4 c|dijon mustard
8633|94119|1/4 c|almond
8634|94119|3 tb|honey
8635|94119|8|chicken
8636|94311||vermouth
8637|94311|1 c|black pepper
8638|94311|1 pt|olive oil
8639|94311|1 tb|garlic
8640|94311|1 tb|thyme
8641|94311|1/2 c|thyme
8642|94311|1/4 c|pork tenderloin
8643|94311|2 tb|port
8644|94311|2 ts|black pepper
8645|94311|2 ts|salt
8646|94311|6|cream
8647|140836||olive oil
8648|140836||salt
8649|140836||eggplant
8650|140836|1 1/2 lb|olive oil
8651|140836|1/3 c|garlic
8652|140836|2|black pepper
8653|140836|2|rosemary
8654|140836|3|red pepper
8655|140836|8|eggplant
8656|102318||onion
8657|102318|1 bn|scallion
8658|102318|1 ts|black pepper
8659|102318|1 ts|allspice
8660|102318|1/2 ts|cinnamon
8661|102318|1/4 ts|ground nutmeg
8662|102318|2 ts|salt
8663|102318|2 ts|thyme
8664|102318|4|scotch bonnet pepper
8665|45|1|onion
8666|45|1|tomato
8667|45|1/4 lb|loin
8668|1899479|1 cup|apple juice
8669|1899479|1 tablespoon|garlic
8670|1899479|1 tablespoon|onion powder
8671|1899479|1 teaspoon|curry
8672|1899479|1 teaspoon|season
8673|1899479|1|chicken
8674|1899479|1/2 cup|salt
8675|1899479|2  tablespoon|black pepper
8676|1899479|2 tablespoon|paprika
8677|32036||onion powder
8678|32036||alcohol
8679|32036||red pepper
8680|32036|1 tb|barbecue sauce
8681|32036|1 tb|cider vinegar
8682|32036|1 tb|liquid smoke
8683|32036|1 tb|molasses
8684|32036|1 tb|paprika
8685|32036|1 tb|brown sugar
8686|32036|1 tb|cumin
8687|32036|1 tb|sodium
8688|32036|1 ts|beef
8689|32036|1 ts|black pepper
8690|32036|1 ts|molasses
8691|32036|1 ts|sodium
8692|32036|1|garlic
8693|32036|1/4 c|garlic
8694|32036|1/4 c|pepper
8695|32036|2 c|pepper
8696|32036|2 tb|onion powder
8697|32036|2 tb|paprika
8698|32036|2 ts|garlic
8699|32036|3 lb|paprika
8700|32036|3 qt|chili powder
8701|32036|3 tb|chili powder
8702|32143|1 1/2 lb|meatloaf
8703|32143|1 c|barbecue sauce
8704|32143|1 pn|cloves
8705|32143|1 tb|salt
8706|32143|1 tb|milk
8707|32143|1|onion
8708|32143|1/2 c|black pepper
8709|32143|1/2 c|mustard
8710|32143|1/2 ts|worcestershire sauce
8711|32143|1/4 c|parsley
8712|32143|1/4 ts|nutmeg
8713|32143|3/4 ts|egg
8714|32157||garlic
8715|32157||marinade
8716|32157|1 lb|loin
8717|32157|1 tb|hoisin sauce
8718|32157|1 ts|sesame seeds
8719|32157|1 ts|sugar
8720|32157|1/2 c|soy sauce
8721|32157|1/4 c|chicken stock
8722|32157|1/4 c|honey
8723|32157|1/4 c|white vinegar
8724|32157|2 tb|sherry
8725|32163||peanut butter
8726|32163|1/2 ts|chili powder
8727|32163|1/4 c|brown
8728|32163|1/4 c|pork tenderloin
8729|32163|1/4 lb|salt
8730|32163|1/4 ts|salt
8731|32163|2 lg|lemon
8732|32163|2 sm|ketchup
8733|32163|2 tb|peach
8734|32163|2 ts|cider vinegar
8735|32163|4 c|sugar
8736|32164||yeast
8737|32164|1 1/4 c|sugar
8738|32164|1 pk|sugar
8739|32164|1 tb|cornstarch
8740|32164|1 ts|flour
8741|32164|1/2 ts|flour
8742|32164|1/2 ts|shortening
8743|32164|1/2 ts|sugar
8744|32164|1/2 ts|soy sauce
8745|32164|1/3 c|oyster sauce
8746|32164|16|hoisin sauce
8747|32164|2 1/2 c|milk
8748|32164|2 tb|pork
8749|32164|2 ts|salt
8750|32164|4 tb|vegetable oil
8751|32164|4 ts|salt
8752|32155|1 lb|pork
8753|32155|1/4 c|soy sauce
8754|32155|1/8 ts|cayenne
8755|32155|1/8 ts|cinnamon
8756|32155|1/8 ts|cloves
8757|32155|2 tb|salad
8758|34278|1 tb|garlic
8759|34278|1 tb|orange
8760|34278|1 ts|sesame oil
8761|34278|1 ts|ginger
8762|34278|1/2 ts|spice
8763|34278|1/4 c|hoisin sauce
8764|34278|1/4 c|soy sauce
8765|34278|2 tb|catsup
8766|34278|3 lb|pork
8767|34278|3 tb|white wine
8768|34278|4 dr|food coloring
8769|35327|1 1/2 ts|liquid smoke
8770|35327|1 1/2 ts|salt
8771|35327|1 tb|worcestershire sauce
8772|35327|1|bay leaf
8773|35327|1/2 c|catsup
8774|35327|1/2 c|onion
8775|35327|1/4 c|vinegar
8776|35327|1/4 ts|pepper
8777|35327|4 lb|beef
8778|50296|1 tb|paprika
8779|50296|1/4 c|extra virgin olive oil
8780|50296|10|mint
8781|50296|2 tb|vinegar
8782|50296|2 tb|parsley
8783|50296|2|plum tomatoes
8784|50296|2|garlic
8785|50296|24|scallion
8786|50296|3 tb|almond
8787|63238||cardamom
8788|63238||ginger root
8789|63238|1 c|chicken
8790|63238|1 tb|yogurt
8791|63238|1 tb|food coloring
8792|63238|1/2 ts|cayenne
8793|63238|1/3 c|garlic
8794|63238|2 1/2 ts|food coloring
8795|63238|2 lg|cumin
8796|63238|2 tb|vegetable oil
8797|63238|8|lemon
8798|141698|1 c|bay leaves
8799|141698|1 tb|cayenne
8800|141698|1 tb|msg
8801|141698|1 tb|garlic
8802|141698|1 tb|mustard
8803|141698|1 tb|red pepper
8804|141698|1 ts|paprika
8805|141698|1 ts|anise
8806|141698|1 ts|black pepper
8807|141698|2 tb|kosher salt
8808|141698|2 tb|thyme
8809|141698|6 lb|garlic
8810|93788|1 1/2 lb|tenderloin
8811|93788|1 c|tomato
8812|93788|1 oz|red wine vinegar
8813|93788|1 tb|garlic
8814|93788|1 tb|lime juice
8815|93788|1 tb|cumin
8816|93788|1 ts|kosher salt
8817|93788|1 ts|black pepper
8818|93788|2 oz|red wine
8819|93788|2 tb|chili powder
8820|93788|4|skewer
8821|94027|1 1/2 lb|fillet
8822|94027|1 tb|grate
8823|94027|1 ts|dijon mustard
8824|94027|1/2 ts|red pepper flakes
8825|94027|1/3 c|olive oil
8826|94027|2 tb|lemon
8827|94027|2 ts|coriander
8828|94027|2 ts|soy sauce
8829|94027|3|garlic
8830|1217779||cooking spray
8831|1217779|1 tablespoon|olive oil
8832|1217779|1/2 cup|basil
8833|1217779|1/2 teaspoon|black pepper
8834|1217779|1/2 teaspoon|kosher salt
8835|1217779|2 (8 1/2-ounce)|brown rice
8836|1217779|2 teaspoons|garlic
8837|1217779|3 ounces|cheese
8838|1217779|4 (6-ounce)|chicken breast
8839|1217779|4 tablespoons|lemon
8840|94176|1 tb|curry
8841|94176|1 tb|sesame seed
8842|94176|1/2 c|soy sauce
8843|94176|1/4 c|lemon
8844|94176|1/4 c|orange juice
8845|94176|1/4 c|salad
8846|94176|1/4 c|onion
8847|94176|1/4 ts|garlic
8848|94176|2 ts|chili powder
8849|94176|6|chicken
8850|139576||salt
8851|139576||sage
8852|139576|1 ts|pepper
8853|139576|1|garlic
8854|139576|1|honey
8855|139576|2 tb|potatoe
8856|139576|3 tb|sausage
8857|139576|4|cherry tomatoes
8858|139576|8 sm|mustard
8859|139587||basil
8860|139587|16 lg|garlic
8861|139587|3 cl|chicken breast
8862|102130||black pepper
8863|102130||onion
8864|102130||yogurt
8865|102130|1 tb|peanut butter
8866|102130|1 tb|rice
8867|102130|1 tb|loin
8868|102130|1|garlic
8869|102130|1/2 c|onion
8870|102130|1/2 ts|soy sauce
8871|102130|1/4 ts|cumin
8872|102130|2 c|brown sugar
8873|102130|2 tb|cilantro
8874|102130|2 tb|lemon
8875|102130|2 tb|vegetable oil
8876|102130|2 tb|pepper
8877|102130|3 md|cucumber
8878|1235131||cooking spray
8879|1235131|1 1/2 teaspoons|sugar
8880|1235131|1 tablespoon|garlic
8881|1235131|1 teaspoon|cumin
8882|1235131|2 cups|parsley
8883|1235131|2 tablespoons|lime juice
8884|1235131|2 tablespoons|pepper
8885|1235131|2 teaspoons|paprika
8886|1235131|3 tablespoons|olive oil
8887|1235131|3/4 teaspoon|black pepper
8888|1235131|3/4 teaspoon|kosher salt
8889|1235131|8 bone-in|chicken
8890|29644|1 tb|cooking oil
8891|29644|1|salt
8892|29644|1|onion
8893|29644|1/2 c|vinegar
8894|29644|1/2 ts|pepper
8895|29644|1/4 c|molasses
8896|29644|1/8 ts|cheese
8897|29644|2 tb|tomato
8898|29644|4 oz|oregano
8899|29644|8 oz|chicken
8900|2328|1|bbq
8901|2328|18 oz|cumin
8902|1215996||chicken
8903|1215996|1 1/2 cups|parsley
8904|1215996|1 1/2 tablespoons|kosher salt
8905|1215996|1 1/4 cups|adobo sauce
8906|1215996|1 cup|kosher salt
8907|1215996|1/2 cup|garlic
8908|1215996|12 pieces|cilantro
8909|1215996|2 scallions,|grapes
8910|1215996|3 cloves|lime juice
8911|1215996|3 mangoes,|cilantro
8912|1215996|3 tablespoons|canola oil
8913|1215996|3 tablespoons|garlic
8914|1215996|3|rice vinegar
8915|1215996|4 cloves|lemon
8916|1622482||lemon
8917|1622482||pepper
8918|1622482|1 tbsp|balsamic vinegar
8919|1622482|1 tbsp|lemon
8920|1622482|1 tsp|paprika
8921|1622482|1 tsp|rosemary
8922|1622482|2 tsp|honey
8923|1622482|2|garlic
8924|1622482|4|chicken breast
8925|367013|1 cup|orange juice
8926|367013|1 tablespoon|honey
8927|367013|1 tablespoon|salt
8928|367013|1 tablespoon|sugar
8929|367013|12|basil
8930|367013|2 tablespoon|butter
8931|367013|2|oranges
8932|367013|4|chicken breast
8933|1153776|1/2 cup|mustard
8934|318718||chicken
8935|318718||cider vinegar
8936|318718||garlic
8937|318718||honey
8938|318718||mayonnaise
8939|318718||mustard
8940|1148494|1 tablespoon|extra virgin olive oil
8941|1148494|1 tablespoon|cashew
8942|1148494|1 teaspoon|extra virgin olive oil
8943|1148494|1 teaspoon|garlic
8944|1148494|1 teaspoon|red wine vinegar
8945|1148494|1 teaspoon|shallot
8946|1148494|1 teaspoon|thyme
8947|1148494|1.5 small|lettuce
8948|1148494|1/2 pound|chicken breast
8949|1148494|1/2 teaspoon|dijon mustard
8950|1148494|3/4  small|apple
8951|1203027||kosher salt
8952|1203027|1 1/2 pounds|steak
8953|1203027|1 tablespoon|lemon
8954|1203027|2 cups|parsley
8955|1203027|2 ounces|parmesan
8956|1203027|3 tablespoons|olive oil
8957|1154617||black pepper
8958|1154617||olive oil
8959|1154617|1 slice|garlic
8960|1154617|1 tablespoon|garlic
8961|1154617|1 teaspoon|cumin
8962|1154617|1 teaspoon|oregano
8963|1154617|1 teaspoon|thyme
8964|1154617|1|olive oil
8965|1154617|500 g|fillet
8966|367372|1 teaspoon|pepper
8967|367372|1 teaspoon|ginger
8968|367372|1/2 cup|orange juice
8969|367372|1/2 teaspoon|chicken breast
8970|367372|1/4 cup|orange
8971|367372|2 tablespoons|salt
8972|367372|4|orange
8973|417381|1 8 oz|pineapple
8974|417381|1 pound|steak
8975|417381|1 teaspoon|garlic
8976|417381|1/2 teaspoon|pepper
8977|417381|2 tablespoon|brown sugar
8978|417381|2 tablespoon|vegetable oil
8979|417381|2 teaspoon|ginger
8980|417381|6 tablespoon|soy sauce
8981|7239||corn
8982|7239||mustard
8983|7239|1 1/2 c|catsup
8984|7239|1 tb|drain
8985|7239|1 tb|pepper
8986|7239|1 tb|cinnamon
8987|7239|1 tb|egg
8988|7239|1/2 ts|chili powder
8989|7239|1/4 c|cider vinegar
8990|7239|1/4 c|onion
8991|7239|1/4 ts|sugar
8992|7239|1/4 ts|pepper
8993|7239|2 c|bouillon
8994|7239|2 lb|pork
8995|7239|6 oz|worcestershire sauce
8996|1188156||drippings
8997|1188156|1 (5 to 7 pound)|pork
8998|1188156|1 1/2 cups|cider vinegar
8999|1188156|1 cup|mustard
9000|1188156|1 tablespoon|brown sugar
9001|1188156|1 tablespoon|garlic
9002|1188156|1 tablespoon|mustard
9003|1188156|1 teaspoon|cayenne
9004|1188156|1 teaspoon|kosher salt
9005|1188156|1/2 cup|ketchup
9006|1188156|1/2 teaspoon|black pepper
9007|1188156|1/3 cup|brown sugar
9008|1188156|12 hamburger|pear
9009|1188156|2|garlic
9010|1188156|3 tablespoons|paprika
9011|1188156|3 tablespoons|salt
9012|1159351|1 tablespoon|barbecue sauce
9013|1159351|1/4 teaspoon|ground pepper
9014|1159351|1/4 teaspoon|salt
9015|1159351|2 cups|liquid smoke
9016|1159351|3 to|pork
9017|1221573||lime
9018|1221573||butter
9019|1221573||mint
9020|1221573||pepper
9021|1221573||scallops
9022|1221573|1 jalapeno|garlic
9023|1221573|1 small|cumin
9024|1221573|1 small|sugar
9025|1221573|1 teaspoon|kosher salt
9026|1221573|1/2 cup|cilantro
9027|1221573|1/2 teaspoon|coriander
9028|1221573|1/2 teaspoon|paprika
9029|1221573|1/4 cup|coconut milk
9030|1221573|1/4 cup|lime
9031|1221573|1/8 teaspoon|kosher salt
9032|1221573|12 to|zucchini
9033|1221573|2 small|vegetable oil
9034|1221573|4 tablespoons|garlic
9035|415825|1 1 1/2 l|steak
9036|415825|1 teaspoon|garlic
9037|415825|1/2 cup|soy sauce
9038|415825|1/4 cup|molasses
9039|415825|2 tablespoon|mustard
9040|415825|2 teaspoon|ginger
9041|1153145|1 tbsp|garam masala
9042|1153145|1 med|lemon
9043|1153145|1/2 cup|yogurt
9044|1153145|1/2 med|onion
9045|1153145|1/2 tsp|paprika
9046|1153145|1/2 tsp|salt
9047|1153145|1/2 tsp|turmeric
9048|1153145|1/4 tsp|cayenne
9049|1153145|2 cloves|garlic
9050|1153145|2 inches|ginger
9051|1153145|2 large|chicken breast
9052|1690501||mayonnaise
9053|1690501||chili
9054|1690501|1 t + 1t|extra virgin olive oil
9055|1690501|1 slice|ground pepper
9056|1690501|1 t|salt
9057|1690501|1|onion
9058|1690501|1/2  t|butter
9059|1690501|1/2 c|balsamic vinegar
9060|1690501|2 c|potato
9061|1690501|2 lbs|turkey
9062|1690501|2 t|soy sauce
9063|1690501|2 cloves|garlic
9064|1690501|2 jars (12oz ea)|red pepper
9065|1690501|3 t|kale
9066|1690501|4 t|dijon mustard
9067|32037|1 c|onion
9068|32037|1 ts|salt
9069|32037|1/2 c|cider vinegar
9070|32037|1/2 c|ketchup
9071|32037|1/2 c|margarine
9072|32037|1/4 ts|black pepper
9073|32037|1/4 ts|chili powder
9074|32037|2 md|sugar
9075|32037|2 sl|lemon
9076|32037|2 tb|worcestershire sauce
9077|32037|4 c|beef
9078|32037|4 ts|mustard
9079|32037|8|ham
9080|1340367|1 cup|extra virgin olive oil
9081|1340367|1 pinch|sage
9082|1340367|1 teaspoon|basil
9083|1340367|1 teaspoon|cayenne
9084|1340367|1 teaspoon|salt
9085|1340367|1 teaspoon|thyme
9086|1340367|1/2 cup|sugar
9087|1340367|1/2 tablespoon|honey
9088|1340367|1/2 teaspoon|oregano
9089|1340367|1/2 teaspoon|saffron
9090|1340367|1/4 teaspoon|parsley
9091|1340367|4 cloves|garlic
9092|1340367|4 skinless,|chicken breast
9093|1677855||kosher salt
9094|1677855|1/4 cup|apple juice
9095|1677855|1/4 cup|pepper
9096|1677855|10-12 lb|mustard
9097|1785995|90|sauerkraut
9098|1742990||pizza
9099|1742990||romaine
9100|1742990|1 small|cucumber
9101|1742990|1 tablespoon|garlic
9102|1742990|1 tablespoon|lemon
9103|1742990|1 teaspoon|salt
9104|1742990|1|flour
9105|1742990|1|onion
9106|1742990|1|yogurt
9107|1742990|1/2 teaspoon|black pepper
9108|1742990|2 1/2 pounds|chicken breast
9109|1742990|2 tablespoons|dill
9110|1742990|2 teaspoons|italian seasoning
9111|1742990|2 teaspoons|black pepper
9112|1742990|2 teaspoons|lemon
9113|1742990|3 tablespoons|olive oil
9114|1742990|5 large|tomato
9115|69118||green bell pepper
9116|69118||onion
9117|69118||pork
9118|69118||salt
9119|69118|1 ts|barbecue sauce
9120|69118|1|pork
9121|69118|2 c|red pepper flakes
9122|69118|2 tb|white vinegar
9123|69118|2 ts|black pepper
9124|1837585||salt
9125|1837585|1/3 cup|season
9126|1837585|2 or 3 chunks|peach
9127|1837585|7.5 to 10 pound|pork
9128|1739208||aji
9129|1739208||avocado
9130|1739208||lime
9131|1739208||onion
9132|1739208||red bell pepper
9133|1739208||spice
9134|1739208||steak
9135|1739208||tortilla
9136|1739208||yellow bell pepper
9137|140484||black pepper
9138|140484||broccoli rabe
9139|140484||olive
9140|140484||red pepper flakes
9141|140484||thyme
9142|140484|1 c|garlic
9143|140484|1 c|olive oil
9144|140484|1 ts|black pepper
9145|140484|2 bn|chicken
9146|140484|2 ts|blanch
9147|140484|2 ts|thyme
9148|140484|2|salt
9149|1865668||chicken
9150|1865668||olive oil
9151|1335309||cilantro
9152|1335309||honey
9153|1335309||ground pepper
9154|1335309|1/2 cup|mustard
9155|1335309|1/4 cup|steak
9156|1335309|2 tablespoons|canola oil
9157|1335309|2 tablespoons|kosher salt
9158|1804025||cherry tomatoes
9159|1804025|1 tablespoon|olive oil
9160|1804025|2 bunches|balsamic vinegar
9161|1804025|2 pints|scallion
9162|1804025|4 ounces|ground pepper
9163|1792921|.5|teriyaki sauce
9164|1792921|1|pineapple
9165|1792921|2|mushrooms
9166|1792921|1|red onion
9167|1792921|1|zucchini
9168|1792921|1lb|steak
9169|1792921|3|bell pepper
9170|104286||bay leaf
9171|104286||cayenne
9172|104286|1 c|brown sugar
9173|104286|1 c|ginger
9174|104286|1 tb|pepper
9175|104286|1 tb|mustard
9176|104286|1 ts|paprika
9177|104286|1 ts|sugar
9178|104286|1 ts|worcestershire sauce
9179|104286|1|apple juice
9180|104286|1/2 ts|garlic
9181|104286|1/4 ts|canola oil
9182|104286|2 tb|red wine vinegar
9183|104286|2 tb|salt
9184|104286|2 tb|cloves
9185|104286|2 ts|salt
9186|1765072||green onions
9187|1765072|1 1/2  teaspoons|oregano
9188|1765072|1 1/2 teaspoons|garlic
9189|1765072|1 1/4 teaspoons|cayenne
9190|1765072|1 pound|cheddar cheese
9191|1765072|1 pound|beans
9192|1765072|1/2|salt
9193|1765072|2 1/2 teaspoons|thyme
9194|1765072|2 quarts|onion
9195|1765072|2|bell pepper
9196|1765072|2|celery
9197|1765072|2|sausage
9198|1765072|3/4 teaspoon|bay leaves
9199|1357100|1 pound|chicken
